"239374","0","-0.6341544","0"
"239374","1","-2.3394039","0"
"239374","2","-1.4239857","0"
"239374","3","-1.3470598","0"
"239374","4","-1.9230689","0"
"239374","5","-0.65114355","0"
"239374","6","0.15722483","0"
"239374","7","0.6784601","0"
"239374","8","-0.14970106","0"
"239374","9","-0.014986311","0"
"239374","10","-0.47785947","0"
"239374","11","-1.1144189","0"
"239374","12","-1.2592779","0"
"239374","13","-0.8518635","0"
"239374","14","-0.68257064","0"
"239374","15","-1.097215","0"
"239374","16","-0.4062794","0"
"239374","17","0.2276631","0"
"239374","18","-1.9347682","0"
"239374","19","-3.6474862","0"
"239374","20","-3.33185","0"
"239374","21","-2.4233344","0"
"239374","22","-1.4684997","0"
"239374","23","-2.0952682","0"
"239374","24","-1.1624746","0"
"239374","25","0.009001169","0"
"239374","26","0.3841873","0"
"239374","27","1.0882881","0"
"239374","28","-1.1523385","0"
"239374","29","0.15752594","0"
"239374","30","0.07828776","0"
"239374","31","2.5255048","0"
"239374","32","4.711513","0"
"239374","33","4.0864916","0"
"239374","34","4.670962","0"
"239374","35","3.9811494","0"
"239374","36","3.9048114","0"
"239374","37","4.275901","0"
"239374","38","4.6244726","0"
"239374","39","5.4925723","0"
"239374","40","5.0215015","0"
"239374","41","3.8719308","0"
"239374","42","2.7660255","0"
"239374","43","4.8006535","0"
"239374","44","3.9560804","0"
"239374","45","4.20901","0"
"239374","46","5.335739","0"
"239374","47","4.8895493","0"
"239374","48","5.148936","0"
"239374","49","6.02549","0"
"239374","50","5.8832507","0"
"239374","51","4.4982843","0"
"239374","52","5.472137","0"
"239374","53","6.1008615","0"
"239374","54","6.4165144","0"
"239374","55","5.736419","0"
"239374","56","5.4790354","0"
"239374","57","5.542527","0"
"239374","58","4.6573973","0"
"239374","59","4.8555603","0"
"239374","60","4.9343305","0"
"239374","61","5.243425","0"
"239374","62","3.6538806","0"
"239374","63","5.0830746","0"
"239374","64","3.7547364","0"
"239374","65","4.7366138","0"
"239374","66","5.7342587","0"
"239374","67","5.4076858","0"
"239374","68","4.907738","0"
"239374","69","4.0765114","0"
"239374","70","3.391704","0"
"239374","71","4.075241","0"
"239374","72","4.5555964","0"
"239374","73","3.8354852","0"
"239374","74","3.6585019","0"
"239374","75","2.4055793","0"
"239374","76","1.8079815","0"
"239374","77","0.5445117","0"
"239374","78","1.0019877","0"
"239374","79","0.4643096","0"
"239374","80","1.2561065","0"
"239374","81","1.2016673","0"
"239374","82","1.2493794","0"
"239374","83","1.449528","0"
